word,log_frequency,polysemy_dispersion,change_score
রাজেন্দ্র,1.4472,0.0602,1.216
ললিতা,2.1673,0.1935,1.216
বিমান,1.8692,0.0917,1.2158
উইলিয়াম,2.1271,0.1,1.2158
খণ্ডিত,1.4314,0.0679,1.2157
নুরুল,1.4624,0.0969,1.2157
বাতিল,1.8751,0.1009,1.2156
মুখ্য,1.9294,0.0698,1.2155
সিরাজ,2.1492,0.2236,1.2155
রাজকুম,1.6812,0.069,1.2155
নম্বরে,1.3424,0.0559,1.2154
যেই,2.6712,0.1325,1.2154
লা,1.8865,0.0958,1.2151
নারায়ণ,2.5809,0.1664,1.2151
অপারেশন,1.8129,0.1436,1.215
জোটে,2.0934,0.1785,1.215
লালন,3.1688,0.2527,1.215
জোনাকি,1.7924,0.1455,1.2149
নোটিশ,1.9243,0.1425,1.2149
ট্রা,1.3424,0.057,1.2148
শরিক,1.699,0.1121,1.2147
সঞ্চালন,1.4914,0.1077,1.2147
অস্থায়ী,1.301,0.0351,1.2146
অনীক,1.7782,0.1493,1.2146
বৈদ্যুতিক,1.9345,0.1512,1.2145
ব্যবহার,2.0374,0.0821,1.2145
মকবুল,2.0,0.1049,1.2145
সাঁ,2.5502,0.2454,1.2145
চক্ষু,2.9036,0.2229,1.2142
সিনেমা,2.4065,0.2132,1.2141
ফেরা,1.9494,0.1613,1.214
রায়,3.3218,0.2566,1.2139
ডিপো,1.415,0.0715,1.2139
ফ্রান্স,2.0086,0.1005,1.2139
দেবীর,2.5366,0.2463,1.2139
নবীন,2.7619,0.1766,1.2139
দশা,2.2601,0.1461,1.2138
কর্মকর্তা,1.3424,0.0758,1.2138
রোল,1.8865,0.1541,1.2138
রাজকীয়,1.8325,0.0793,1.2138
রিজার্ভ,1.6335,0.1165,1.2137
অণু,1.7924,0.152,1.2136
অধ্যাপক,2.3263,0.186,1.2135
সরাসরি,2.1931,0.1455,1.2135
প্রজ্ঞা,1.7404,0.0622,1.2133
বাহা,2.1004,0.1122,1.2133
অংশ,2.7672,0.2043,1.2132
ঘোষিত,1.5441,0.0767,1.2132
সীমান্ত,1.9868,0.1686,1.2132
বাবাজি,2.017,0.1101,1.2132
কাহা,2.5159,0.234,1.213
পল্লীর,2.143,0.2024,1.213
শুটিং,1.5051,0.0989,1.2129
নির্ধারিত,1.5441,0.0676,1.2128
আন্তর্জাতিক,1.716,0.0634,1.2126
বাছা,2.316,0.1283,1.2126
বীণ,1.6435,0.1296,1.2126
বসু,2.8162,0.2554,1.2125
জুয়েল,1.3979,0.0941,1.2125
প্রাথমিক,1.7853,0.0641,1.2125
আগাগোড়া,2.3201,0.1954,1.2124
কোর্স,1.3222,0.0892,1.2122
বিভাগ,2.2122,0.1831,1.2121
পদক্ষেপ,2.1335,0.1665,1.212
বয়ান,1.6812,0.0823,1.2119
নিজস্ব,2.4533,0.1136,1.2118
প্রবীর,1.9395,0.164,1.2118
ইতিমধ্যে,2.8182,0.2015,1.2117
নাগ,2.0682,0.1594,1.2117
মানি,2.248,0.1596,1.2116
কীভাবে,2.3345,0.1687,1.2115
শিষ্য,2.1072,0.1078,1.2115
রসুল,2.0294,0.1489,1.2115
বোধহয়,3.3017,0.1602,1.2114
স্থায়ী,2.1761,0.0729,1.2114
প্রেরণ,1.699,0.1332,1.2113
আদিত্য,2.6355,0.2184,1.2113
খবরে,1.7482,0.1182,1.2112
মেলা,2.5172,0.1913,1.2111
সাধুর,1.9685,0.1287,1.2111
শের,1.4771,0.1006,1.211
এডওয়ার্ড,1.5441,0.0511,1.2107
চেষ্টায়,2.4609,0.1789,1.2107
পরেশ,2.2148,0.1715,1.2106
শাখা,2.0043,0.1403,1.2106
চাইলে,2.3263,0.1689,1.2105
যাইতে,2.6812,0.2601,1.2105
জয়া,2.0334,0.1614,1.2104
কাজল,2.301,0.1878,1.2104
যুক্ত,2.2175,0.0667,1.2103
অনুরূপ,2.3054,0.1719,1.2102
আরেক,2.776,0.1441,1.2102
সৌদামিনী,2.1644,0.2059,1.21
সান্যাল,2.5539,0.207,1.21
ছাড়ি,1.8751,0.1678,1.2099
কীর্তি,2.233,0.1081,1.2096
বিলক,2.1271,0.2152,1.2096
সেনা,1.6021,0.077,1.2095
বৃহস্পতি,1.301,0.0434,1.2095
মসলা,1.8062,0.1732,1.2094
উদ্ধ,2.6212,0.1591,1.2093
উন্মোচন,1.4472,0.0807,1.2093
যেটা,2.699,0.2027,1.2092
ক্ষণে,2.1703,0.129,1.2092
পর্যাপ্ত,1.4771,0.1256,1.209
ঘনাদা,2.8904,0.2724,1.209
অনিয়ম,1.3979,0.097,1.209
হারিয়,1.8573,0.1324,1.209
উদয়,2.4082,0.194,1.2088
মিস,2.6345,0.2179,1.2088
শিখর,1.5798,0.1122,1.2087
একাধিক,2.0294,0.0908,1.2086
খাঁড়া,1.3617,0.0978,1.2086
শাহরিয়,1.4472,0.0716,1.2086
সান,1.5911,0.1205,1.2086
গোল,2.9533,0.2517,1.2086
চুক্তি,1.7924,0.1137,1.2085
বাবু,3.2353,0.2293,1.2084
হরিচরণ,1.5798,0.1243,1.2083
রিচার্ড,1.415,0.0325,1.2083
কেন্দ্রীয়,2.0043,0.1035,1.2082
তাড়ায়,1.4314,0.0816,1.208
বাহন,2.1004,0.0756,1.208
খাঁর,2.0043,0.082,1.2079
ভৌমিক,2.3263,0.243,1.2077
ওন,1.6232,0.1248,1.2077
একেক,1.959,0.1605,1.2077
কেন্দ্রে,1.3222,0.0467,1.2076
বুঝা,1.9542,0.1082,1.2076
ধারণ,2.4757,0.1448,1.2075
খেলোয়াড়,2.0,0.1886,1.2075
কাদের,2.1732,0.1366,1.2075
সারদা,2.0453,0.1373,1.2074
পেশ,2.1875,0.1183,1.2074
খুলি,2.1239,0.1931,1.2073
বিফল,1.9138,0.112,1.2073
স্পেনের,1.8325,0.0936,1.2073
সচিব,1.5051,0.1238,1.2073
মেহের,1.6628,0.0996,1.2073
সৌরভ,1.6128,0.102,1.2072
চাইতে,2.842,0.2181,1.2071
প্রতাপ,2.1703,0.1779,1.2071
হাজারো,1.699,0.0887,1.207
সুধীর,2.2455,0.1581,1.207
সুব্রত,3.1578,0.2275,1.2068
পোর্ট,1.5315,0.078,1.2067
মঞ্জুর,1.7243,0.083,1.2067
শশী,2.0086,0.1647,1.2067
সমবায়,1.3617,0.0507,1.2065
বুলবুল,2.5999,0.2207,1.2065
মানস,1.8751,0.0533,1.2064
শ্রমিক,2.2742,0.1523,1.2063
ফরিদ,2.0755,0.1854,1.2062
মেমসাহেব,2.8325,0.2471,1.2062
রাঘব,1.9868,0.1159,1.2062
সম্মুখে,2.94,0.1992,1.206
উপসর্গ,1.4771,0.0705,1.206
অনু,1.3222,0.0791,1.206
উন্নীত,1.7782,0.058,1.2058
প্রধান,2.7474,0.0929,1.2058
বোল,2.0755,0.1938,1.2058
শাহ্,1.6021,0.0641,1.2058
মুক্তা,1.7076,0.0814,1.2055
জানিয়েছেন,1.9294,0.1625,1.2055
হোসেনের,2.0719,0.173,1.2055
শিশু,2.7275,0.2055,1.2054
তদারক,1.9138,0.1605,1.2054
ভালোভাবে,1.6335,0.1081,1.2054
জ্যোতি,2.0828,0.1401,1.2054
ম্যাজিক,2.4518,0.2302,1.2054
গড়া,2.3502,0.1985,1.2053
নজরুল,2.4579,0.1404,1.2053
কাস,1.5315,0.1068,1.2052
পাঁচজন,2.3598,0.1697,1.2051
অরুণা,2.0969,0.1578,1.2051
সমস্যা,2.617,0.12,1.2051
জার্মানির,1.6232,0.0772,1.205
অভিনেত্রী,1.8062,0.1434,1.2049
বাসিন্দা,2.1399,0.196,1.2049
বেবি,2.1399,0.189,1.2048
কেননা,2.9232,0.0746,1.2048
সৌজন্য,1.8633,0.1009,1.2047
ঈদের,1.6435,0.1152,1.2046
সঙ্গী,2.6325,0.1437,1.2045
অরুণ,2.3444,0.1436,1.2045
একি,2.433,0.1776,1.2044
সার্ভ,1.3802,0.1074,1.2044
হেয়,1.6128,0.0408,1.2044
অভিযোগ,2.3345,0.1694,1.2044
বাদশ,1.9731,0.113,1.2043
বিরাট,3.0678,0.159,1.2043
আয়োজনে,1.4314,0.0762,1.2042
নিকটে,2.3802,0.1789,1.2041
নিব,1.716,0.1392,1.204
প্রিন্স,1.3979,0.1064,1.204
ওয়েস্টার্ন,1.3802,0.0965,1.204
শিশুর,2.3927,0.221,1.204
বণিক,2.2625,0.1491,1.2039
কবরে,1.6812,0.1225,1.2037
মাস্,2.7143,0.1888,1.2037
অঞ্জন,1.4624,0.0771,1.2036
সুদীপ,1.9445,0.1651,1.2036
জমকালো,1.7243,0.1348,1.2035
গোলক,1.8633,0.0915,1.2035
গুন,2.2041,0.2047,1.2034
ক্রিকেটের,1.3222,0.0894,1.2034
এলাকায়,2.0719,0.1593,1.2034
গোয়েন্দা,2.1367,0.2024,1.2033
চরিত্রে,1.9868,0.1172,1.2033
এইজন্য,1.8325,0.0942,1.2032
ওয়ার্ডে,1.5315,0.1259,1.203
প্রফেসর,2.3522,0.1961,1.203
অপর,2.7332,0.1145,1.203
মর্টিম,1.6232,0.1338,1.203
নাগরিক,2.1584,0.1062,1.2029
কালে,2.6684,0.1219,1.2029
বিদ্যুৎ,2.4669,0.1791,1.2029
বিধি,2.0453,0.1312,1.2028
জরুরি,2.2601,0.171,1.2028
মেক্সিকো,1.5682,0.1078,1.2027
টেস্ট,1.6532,0.141,1.2027
হিন্দুস্তান,1.6435,0.0837,1.2027
অন্তর,2.7551,0.174,1.2026
আগ,3.0237,0.1923,1.2026
জবাবদিহি,1.3802,0.0683,1.2025
ঊর্ধ্বে,2.1271,0.1234,1.2024
সাময়িকভাবে,1.5185,0.0763,1.2024
আসক্ত,1.4771,0.0892,1.2023
আম্ম,1.3979,0.0858,1.2023
ডোম,2.143,0.1447,1.2021
জুনিয়র,1.301,0.0833,1.2021
আব্ব,1.9777,0.1856,1.2019
হাউস,1.9731,0.1405,1.2019
কায়েস,1.9294,0.1668,1.2019
রিসার্চ,1.5441,0.094,1.2017
হইত,2.8062,0.2925,1.2016
বুলা,2.1271,0.1996,1.2016
জোড়া,2.7738,0.1497,1.2016
কাশ্মীর,1.5441,0.0904,1.2016
ইয়,2.0414,0.1236,1.2015
পাল্,1.6628,0.0873,1.2014
চরণে,2.3784,0.1626,1.2014
ম্যানেজ,2.5821,0.1683,1.2014
ইংলিশ,1.301,0.0941,1.2013
জিনি,1.6902,0.0848,1.2013
শেখের,1.7324,0.1677,1.2012
সেন্ট,2.0212,0.13,1.2012
দুর্গা,2.8797,0.2433,1.2012
খলিফা,2.0414,0.0964,1.2011
লোড,1.4914,0.1173,1.2011
খাঁ,2.8976,0.1849,1.201
দুইব,1.5563,0.0908,1.2009
উভয়ে,2.1492,0.1355,1.2008
ঝাঁকা,1.5051,0.0991,1.2008
আহম,1.5911,0.0451,1.2007
গীত,2.3118,0.1718,1.2006
মিতা,1.716,0.0859,1.2006
কারখানা,2.5575,0.2133,1.2006
গল্পে,2.0864,0.1821,1.2006
যোগাযোগ,2.5514,0.2119,1.2005
লিলি,2.1523,0.1594,1.2004
এমনভাবে,2.5465,0.1553,1.2004
চৌধুরীর,2.5922,0.2531,1.2004
খোঁড়া,2.0899,0.1859,1.2003
ভাস্কর,2.4713,0.143,1.2003
ট্রেনিং,1.3222,0.0784,1.2002
ব্যাপক,1.7993,0.0601,1.2002
বংশী,2.8248,0.2277,1.2002
মিশন,1.716,0.1207,1.2002
করলুম,2.7033,0.2763,1.2
মধু,2.4346,0.1668,1.2
পাবলিক,1.6232,0.093,1.1999
গড়ায়,1.3802,0.0918,1.1999
গার্ড,2.1004,0.1918,1.1998
মালতী,2.2279,0.1951,1.1998
পাত্তা,2.179,0.1827,1.1998
পরিপ্রেক্ষি,1.4914,0.0505,1.1997
মরিয়া,2.2672,0.1686,1.1996
অথ,1.6021,0.1445,1.1995
বারি,1.6532,0.1586,1.1994
দীপিকা,1.8261,0.2067,1.1994
ইসমাইল,1.5185,0.056,1.1993
সেবন,1.6435,0.1734,1.1993
চৌধুরী,3.1355,0.2555,1.1993
যতীন,2.2227,0.1756,1.1992
প্রয়োজনে,2.2577,0.0822,1.1992
শোর,1.5051,0.116,1.1991
কৃত্রিম,2.1959,0.0846,1.199
নাজিম,1.3617,0.0929,1.199
নাসিমা,2.4346,0.2298,1.199
পার্টি,2.4265,0.1442,1.1989
শিবির,1.8573,0.1174,1.1989
আলীর,1.9294,0.0618,1.1988
ক্ষুব্ধ,2.1987,0.1714,1.1988
নরেশ,1.9685,0.1553,1.1988
সেত,1.9685,0.1938,1.1986
দাস,2.7868,0.1665,1.1986
প্রিয়নাথ,2.0645,0.1455,1.1985
জার্মানি,1.7993,0.1158,1.1985
বিমল,2.1399,0.1805,1.1985
গাঙ্,2.233,0.174,1.1984
কেশ,2.1461,0.146,1.1983
ছি,2.711,0.2197,1.1983
পর্বে,1.5682,0.0623,1.1983
প্রতিহত,1.4624,0.0838,1.1982
শেখ,2.7093,0.1824,1.1982
লিপির,1.3222,0.0527,1.1981
গণি,1.6435,0.1504,1.198
অনুপম,1.5682,0.1106,1.198
মহাবীর,2.0755,0.1294,1.1978
বাহিরে,2.7803,0.2189,1.1977
গ্যাস,1.9823,0.1619,1.1977
বিশুদ্ধ,2.1732,0.103,1.1976
খেলবে,1.4314,0.0734,1.1976
অবস্থান,1.8692,0.1187,1.1975
ভিল,1.6532,0.098,1.1974
সত্যজিৎ,2.3243,0.2056,1.1972
উল্টো,2.179,0.1132,1.1971
কঠোর,2.233,0.1406,1.1971
ঠাঁ,2.2989,0.2031,1.1971
অভিলাষ,1.7853,0.0713,1.1971
যেকোনো,2.2405,0.0725,1.1969
ট্রাফিক,1.3222,0.0855,1.1969
দ্রুত,2.871,0.1682,1.1967
জ্যেষ্ঠ,1.7076,0.0998,1.1966
রঘু,2.2041,0.181,1.1966
নিম্ন,1.6335,0.0586,1.1966
সহসা,3.0204,0.1981,1.1966
পাইব,1.6812,0.1626,1.1966
মন্ত্রীর,1.5563,0.0692,1.1966
হের,1.9956,0.1148,1.1965
ছোড়,1.5563,0.0919,1.1965
তে,1.8692,0.0785,1.1964
বললো,3.1526,0.2014,1.1964
গোপ,1.7076,0.0577,1.1964
চিকিৎসক,1.6435,0.0785,1.1964
নয়া,2.0492,0.1451,1.1963
আবুল,2.179,0.0723,1.1962
প্রোগ্রাম,1.8976,0.141,1.1961
আইন,2.7135,0.1963,1.1961
ভাতা,1.4771,0.1307,1.1961
বাঙালী,2.3927,0.1714,1.1959
ড্রাগ,1.3617,0.0607,1.1958
সাগরে,1.7924,0.194,1.1958
গাম,1.3424,0.1186,1.1957
লিলির,1.6721,0.1216,1.1957
বিকল,1.6532,0.1204,1.1956
দোয়া,1.8195,0.1361,1.1955
আরেকজন,2.0531,0.1222,1.1955
তাহ,1.6812,0.0745,1.1954
ঠাকুর,3.129,0.24,1.1954
আগাম,1.699,0.1438,1.1953
পূরণ,1.9731,0.094,1.1952
মিশ্র,2.2014,0.1644,1.1952
কাটাকা,1.9731,0.1313,1.1952
সমিতির,1.6021,0.09,1.1952
চার্লস,1.716,0.0479,1.1952
খালা,1.4624,0.1021,1.1951
রিং,1.6335,0.113,1.1951
বর্তমান,2.6848,0.1456,1.1951
অবৈধ,1.5911,0.0742,1.195
সেফ,1.4314,0.0757,1.195
গুণ,2.7259,0.1656,1.195
কাসেম,2.0864,0.1632,1.195
অর্থ,3.033,0.1152,1.1949
তারানাথ,1.4314,0.0454,1.1949
জমিদ,2.3838,0.1767,1.1949
একবারে,2.0043,0.0798,1.1948
সেইসব,2.1206,0.1365,1.1948
কালিদাস,2.0253,0.17,1.1947
জুট,2.1173,0.139,1.1947
আদ,1.6435,0.1042,1.1946
কাকাবাবু,1.7853,0.1327,1.1946
হুমকি,1.7853,0.1179,1.1946
পানা,1.8633,0.109,1.1946
পিল,1.3617,0.1188,1.1946
লাগব,1.5563,0.0935,1.1945
দুর্যোগ,1.9777,0.212,1.1944
হারাম,1.6532,0.1316,1.1944
অভিনেতা,1.9294,0.1512,1.1943
অমিয়,1.7853,0.1194,1.1943
বাধায়,1.5682,0.0848,1.1942
হারায়,1.9823,0.1264,1.1942
অভিযান,2.4409,0.1789,1.1942
পুনঃ,1.301,0.0515,1.1941
বোম,1.9823,0.1563,1.1941
নিমা,2.1959,0.1987,1.194
সিংএর,1.9191,0.1496,1.194
আনুষ্ঠানিক,1.3424,0.0433,1.1939
বিরোধ,2.1818,0.0695,1.1939
কৃষি,1.4314,0.0572,1.1939
বৈরাগী,1.6628,0.0987,1.1938
পদ্মা,1.6812,0.1113,1.1938
ঘোষ,2.7597,0.1784,1.1938
তুলনা,2.4757,0.1191,1.1938
অর্থনীতি,1.5441,0.0719,1.1938
হোস,2.7818,0.1446,1.1937
হারালে,1.4624,0.1011,1.1937
ওটা,3.1526,0.1819,1.1936
প্রস্তুতি,1.8573,0.1232,1.1936
অনঙ্গ,2.5752,0.1833,1.1935
কমিশন,1.8633,0.1392,1.1935
আজান,1.5563,0.1444,1.1935
মোর্শেদ,1.3424,0.0837,1.1935
দেবের,1.3802,0.0734,1.1935
পূর্ব,2.937,0.17,1.1935
মিশ্রণ,1.4314,0.047,1.1935
এম,2.3502,0.184,1.1934
সেলের,1.7634,0.1156,1.1934
আদেশের,1.6812,0.1342,1.1934
খোদ,2.2967,0.1956,1.1934
নিষিদ্ধ,2.0719,0.1212,1.1933
চুমকি,1.3222,0.0684,1.1933
নিয়োগ,1.5441,0.0715,1.1932
বরাদ্দ,1.8808,0.1584,1.1932
পরবর্তী,2.2672,0.0857,1.1932
স্পেশাল,1.6721,0.1352,1.193
সায়েব,2.6232,0.2229,1.193
বিবি,2.2577,0.1892,1.193
পোঁ,1.6128,0.212,1.1929
বেঞ্চ,1.8692,0.138,1.1929
রিক্ত,1.7634,0.1539,1.1928
কালী,2.5024,0.1938,1.1928
ডিজাইন,1.301,0.0926,1.1928
আগা,1.8976,0.1309,1.1928
হিন্দুস্থান,2.017,0.1297,1.1928
রানির,1.3617,0.1212,1.1927
সাধু,2.6415,0.1271,1.1927
প্লাস্টিক,1.9031,0.1703,1.1926
ভেদ,2.6274,0.2087,1.1925
নির্ণয়,1.9494,0.0614,1.1924
কেউবা,1.7076,0.0859,1.1923
সরবরাহ,1.5911,0.0961,1.1923
চ্যাটার্জির,1.7324,0.1431,1.1923
একইভাবে,1.3979,0.0601,1.1922
কম্পাউণ্ড,1.9294,0.1523,1.1922
নিতা,2.316,0.1772,1.1921
কিসে,2.248,0.191,1.192
যাযাবর,1.5315,0.0519,1.192
ভিন্ন,2.5877,0.1009,1.1919
সাক্ষাৎ,2.5551,0.1642,1.1918
একসাথে,1.9685,0.1399,1.1918
বাহুল্য,2.433,0.1277,1.1918
রেট,1.3424,0.0789,1.1918
উপক্রম,2.3997,0.2163,1.1916
আরব,1.5051,0.0484,1.1916
তফাৎ,2.0607,0.111,1.1916
রাহু,1.3222,0.0805,1.1915
স্যামুয়েল,1.6902,0.0584,1.1915
কাশী,2.1732,0.1587,1.1914
উভয়,2.5038,0.1154,1.1914
চ্যাটার্জি,2.2095,0.1669,1.1913
স্থগিত,1.6128,0.093,1.1912
মেল,2.2553,0.1529,1.1911
হাজারের,1.3979,0.0946,1.1911
অতিথির,1.8062,0.1284,1.1911
মড়া,2.3304,0.171,1.1911
হনুমান,1.9868,0.1719,1.1911
কল্যাণ,2.4683,0.1088,1.191
নিবারণ,2.4472,0.1698,1.191
নিরঞ্জন,1.8808,0.1051,1.191
ইণ্ডিয়ান,1.3802,0.0937,1.1909
পারায়,1.3424,0.0854,1.1909
ইচ্ছা,2.9872,0.1646,1.1909
ভীষণভাবে,1.7853,0.1084,1.1909
টুক,2.2625,0.146,1.1909
অবসরে,1.6435,0.0941,1.1907
ধাপে,2.1106,0.1849,1.1907
কেবল,3.5068,0.0927,1.1906
এদি,3.0824,0.1778,1.1906
কমা,1.4624,0.0851,1.1906
এবারে,3.1024,0.1675,1.1906
বোর্ডে,1.5051,0.1202,1.1905
সামন্ত,2.0492,0.1132,1.1905
বিকাশ,2.6454,0.1024,1.1904
বেওয়ারিশ,1.4314,0.0889,1.1904
সু,1.6335,0.0959,1.1904
যথাক্রমে,1.4472,0.0613,1.1903
সুশান্ত,2.5798,0.2351,1.1903
দুশমন,1.9912,0.1504,1.1903
হেম,2.29,0.1699,1.1903
দেখলুম,2.5955,0.1971,1.1903
দয়াল,2.0334,0.2152,1.1902
নির্দিষ্ট,2.4281,0.1967,1.1902
মন্ত্রী,2.3655,0.1382,1.1902
গ্রামবাসী,1.6232,0.0589,1.1902
দফা,2.1987,0.14,1.1902
মুকুল,1.9638,0.1625,1.1902
অক্ষয়,1.8808,0.0694,1.1901
ললিত,2.1461,0.1636,1.1901
তখনি,1.9638,0.1087,1.1901
মণিকা,2.4886,0.2188,1.1899
খেয়া,1.8261,0.141,1.1899
চিড়িয়,1.5185,0.1034,1.1899
একাধিকব,1.415,0.0682,1.1899
লতা,2.1206,0.1357,1.1899
এইভাবে,2.6304,0.2064,1.1898
বাসন্তী,1.6335,0.0932,1.1898
শয়তান,2.7796,0.2715,1.1896
নিহত,2.4298,0.2804,1.1895
দিয়া,3.4201,0.3108,1.1895
বললে,3.8841,0.2688,1.1895
বিনুর,2.316,0.1733,1.1894
ডি,2.0531,0.1183,1.1893
দাপট,1.6532,0.0932,1.1893
উল্লেখ,2.5611,0.1099,1.1893
স্যার,1.5441,0.1089,1.1892
অপর্ণ,1.7324,0.1399,1.1892
আরএক,2.4265,0.1076,1.1892
তিনে,1.3424,0.0508,1.1891
শঙ্কা,1.6902,0.137,1.1891
টিক,2.444,0.2122,1.1889
আমীর,1.7853,0.057,1.1889
ভিত,1.8388,0.1388,1.1889
অংশে,2.0569,0.1608,1.1889
চট্টগ্রাম,2.4564,0.1288,1.1889
