word,log_frequency,polysemy_dispersion,change_score
আধো,1.9085,0.1618,1.035
বাঁদিক,1.4472,0.1142,1.035
আস্তরণ,1.5315,0.1185,1.0349
কবাট,1.7634,0.1592,1.0349
উজ্জ্বলতা,1.4624,0.1221,1.0348
দড়ির,2.0086,0.1341,1.0348
ফিরল,2.3784,0.1817,1.0348
ঠাহর,2.0294,0.2091,1.0348
ঘোরাঘুরি,2.1139,0.1945,1.0348
বাবুর্চি,1.9345,0.1705,1.0347
কীরে,1.5051,0.1055,1.0347
বেমানান,1.7853,0.1714,1.0347
বেরিয়েছি,2.1106,0.1798,1.0347
ভালব,2.356,0.1645,1.0346
চেনো,1.8195,0.1078,1.0345
ঘুমে,2.1818,0.225,1.0344
জানল,2.6776,0.174,1.0344
নিঃসঙ্গ,2.1523,0.167,1.0343
কমে,2.5453,0.2754,1.0343
পড়লো,2.6739,0.2749,1.0343
বোঝাবে,1.3222,0.0511,1.0343
ঠাণ্ডা,3.033,0.2223,1.0343
সুস্বাদু,1.4771,0.1248,1.0342
কাঁদে,2.3729,0.2444,1.0341
আনন্দে,2.7059,0.2209,1.0341
শব্দহীন,1.3617,0.1017,1.0341
ভালবাস,2.3979,0.185,1.034
দুঃখকষ্ট,1.5185,0.0733,1.034
পাচ্ছি,1.9138,0.2008,1.0339
ঠান্ডা,2.0334,0.2233,1.0339
ঘোরাফেরা,2.0755,0.2186,1.0339
একপাল,1.7404,0.1732,1.0338
তালগা,1.5051,0.0972,1.0338
পাঠক,2.5705,0.1937,1.0338
শিস,2.0043,0.1845,1.0338
লাঞ্ছনা,1.7076,0.1116,1.0338
মিনিটখানেক,1.7324,0.1544,1.0337
সরীসৃপ,1.6902,0.14,1.0337
বিশ্রাম,2.6085,0.2779,1.0337
বিশ্বাসযোগ্য,1.7404,0.1319,1.0336
কাঁপন,1.5563,0.1382,1.0336
ঘরবাড়ি,2.017,0.1617,1.0336
আহ্লাদ,1.4771,0.1279,1.0336
বিমর্ষ,1.8865,0.1492,1.0336
বেসুরো,1.6335,0.1803,1.0336
গুলিয়ে,1.7853,0.1508,1.0335
জুড়িয়ে,1.9494,0.1927,1.0335
কেনা,2.356,0.1579,1.0335
মুছল,1.5682,0.1244,1.0334
রাইফেল,2.0569,0.193,1.0334
আড়ালে,2.8195,0.2063,1.0333
কিচিরমিচির,1.5315,0.1171,1.0333
রোজগ,2.4624,0.1743,1.0333
মৃত্যু,3.1418,0.2867,1.0332
বড়লোক,2.3502,0.1765,1.0332
রিকশায়,1.7243,0.1411,1.0331
ছসাত,1.4472,0.1039,1.0331
ভিড়,3.0831,0.2294,1.033
শেড,1.4472,0.1043,1.033
হইচই,1.8325,0.1826,1.033
দুএকদিন,1.8976,0.1454,1.0329
অতৃপ্তি,1.6721,0.1211,1.0329
অত্য,2.4942,0.1999,1.0329
টুপ,1.9395,0.1312,1.0329
চিতাবাঘ,1.6435,0.1384,1.0329
মনেপ্রাণে,1.5682,0.0942,1.0329
পূর্ণতা,1.7634,0.0666,1.0329
জানবি,1.3617,0.1031,1.0328
বকশিশ,1.9685,0.1608,1.0328
বাগান,2.9206,0.2025,1.0328
সুপারি,1.301,0.1126,1.0328
আকস্মিক,2.5289,0.211,1.0327
পেরেক,1.6721,0.1348,1.0326
বসাল,1.699,0.1285,1.0326
স্যাঁতসেঁ,1.4624,0.1077,1.0325
সুন্দর,3.2806,0.2638,1.0324
কথায়,3.2887,0.2351,1.0324
পেতল,1.7993,0.1356,1.0324
হাতজোড়,1.7782,0.1615,1.0323
পূর্ণিমা,2.0607,0.2453,1.0323
ঘাম,2.5647,0.2012,1.0323
ঘুমিয়,1.5798,0.126,1.0322
চিনির,1.7993,0.1228,1.0322
শহুরে,1.8325,0.1474,1.0322
বাড়ে,2.3444,0.2906,1.0321
অমানুষ,1.5911,0.1519,1.0321
পত্রিক,2.1399,0.1753,1.0321
হেসেছিল,1.7634,0.1654,1.0321
অস্বস্তিকর,1.6128,0.1348,1.0321
ডায়েরি,1.7404,0.1803,1.0321
ফিক,2.3483,0.207,1.0321
কাছটায়,1.4771,0.1152,1.032
পায়চারী,1.5185,0.1141,1.032
কাটানো,1.8573,0.1734,1.032
মুঠি,2.1584,0.1636,1.032
হেলিয়ে,1.8513,0.2063,1.032
একমাস,1.8325,0.1282,1.032
ঢুকেছি,1.4914,0.1298,1.0319
রাগ,3.3501,0.242,1.0319
তাজা,2.1072,0.1636,1.0319
নিরপরাধ,1.3424,0.076,1.0319
পাতল,1.5051,0.1203,1.0319
খাবো,1.8573,0.1617,1.0318
মর্মাহত,1.6435,0.1292,1.0317
ওরে,2.73,0.2098,1.0317
উঠতে,2.1072,0.2308,1.0317
ভাড়া,2.7152,0.2272,1.0316
লিখল,1.8573,0.1508,1.0316
বিঘা,1.5911,0.1521,1.0316
চাতালে,1.301,0.0909,1.0316
ভেঙ্গে,2.2068,0.2432,1.0315
মরুভূমি,1.9685,0.1589,1.0315
লেখ,2.6304,0.2018,1.0315
খেঁকিয়ে,1.9912,0.1715,1.0315
ঝাপসা,2.3655,0.1679,1.0315
জীবনী,1.6232,0.1144,1.0314
বাড়াবাড়ি,2.2788,0.1845,1.0314
অবসন্ন,1.7634,0.1522,1.0314
গুঞ্জন,2.0792,0.1665,1.0314
দিল্,2.3243,0.1609,1.0313
কাঠি,2.2923,0.1983,1.0313
জিব,1.7634,0.1798,1.0313
ফ্রেম,1.7853,0.1354,1.0313
তফা,1.8129,0.1287,1.0312
উলটেপালটে,1.3222,0.0798,1.0312
এসেছেন,2.9983,0.2005,1.0311
ঢাকনি,1.4771,0.1276,1.0311
উল্লাস,2.1903,0.151,1.031
টলটলে,1.5315,0.1305,1.0309
ফুটপাথ,1.8195,0.1298,1.0309
এলোমেলো,2.4548,0.1685,1.0306
হাতঘড়ি,1.8195,0.2027,1.0306
বাসন,2.2253,0.1675,1.0305
বসুন,2.6665,0.2158,1.0305
বলিষ্ঠ,2.2405,0.1992,1.0304
দুশ,1.5798,0.0955,1.0303
পেগ,1.8692,0.1506,1.0302
রূপসী,1.9294,0.1895,1.0302
চিঠির,2.525,0.2495,1.0301
রাখে,2.9117,0.2822,1.0301
মাপকাঠি,1.5315,0.0534,1.03
চেনেন,2.2304,0.1739,1.03
কল্পনায়,1.9542,0.1294,1.03
কাগজপত্র,2.2833,0.2165,1.03
ফেব্রুয়ারি,1.8451,0.1349,1.0299
অনিবার্য,2.1004,0.1361,1.0299
কাতর,2.444,0.1955,1.0299
বেয়াদবি,1.3617,0.0717,1.0299
সাজিয়ে,2.4594,0.17,1.0299
পালঙ্ক,1.8261,0.1431,1.0299
তিনদিন,2.1367,0.159,1.0298
নিকষ,1.4472,0.1178,1.0298
ফুটল,1.9685,0.1473,1.0298
ভেতরে,3.2514,0.2475,1.0298
চষে,1.415,0.1396,1.0297
মিশিয়ে,2.356,0.2225,1.0297
থমথমে,2.1173,0.1863,1.0296
ভালো,3.6976,0.2579,1.0296
ছোঁ,1.8261,0.1593,1.0296
জড়িয়ে,3.0645,0.239,1.0295
দামি,2.1239,0.2005,1.0295
লেখক,2.8439,0.1947,1.0295
আরবি,2.0569,0.1021,1.0294
ফ্ল্যাট,2.2765,0.1927,1.0294
রিকশ,1.5798,0.128,1.0293
হইনি,1.9031,0.1674,1.0293
বাড়াতে,1.4314,0.136,1.0293
গম্বুজ,1.3222,0.0982,1.0292
ফণা,1.8751,0.1815,1.0292
অনুবাদ,2.3483,0.1527,1.0292
চিন,3.0766,0.2923,1.0292
স্বভাবে,1.7404,0.1193,1.0291
পাঠিয়েছেন,2.0374,0.1796,1.0291
বিহ্বল,2.238,0.1739,1.0291
উড়ন্ত,1.6721,0.1272,1.029
ভাবল,2.6675,0.2042,1.029
নৈতিক,2.1239,0.0894,1.029
গায়,3.0874,0.1786,1.029
হস্টেল,1.5441,0.1432,1.029
ব্যাপার,2.017,0.1606,1.029
এঁটে,2.0128,0.1666,1.029
অনার্স,1.415,0.1346,1.0289
ফোকর,1.4771,0.1192,1.0289
চশমা,2.5119,0.1703,1.0289
আনন্,2.6201,0.1926,1.0289
সেদি,2.6637,0.1822,1.0289
লাফে,2.2577,0.1752,1.0289
এবিষয়ে,1.7404,0.1406,1.0288
স্তুপ,1.4314,0.0927,1.0288
আচ্ছন্ন,2.5302,0.1889,1.0287
হাঁটে,1.7404,0.136,1.0287
আঠা,1.4914,0.1205,1.0286
ছাগল,2.4487,0.2324,1.0286
শেখেনি,1.4914,0.0892,1.0285
লেখায়,1.8129,0.1401,1.0285
লাগবে,2.798,0.2514,1.0285
চলো,2.847,0.2565,1.0284
নিতে,2.0453,0.2023,1.0284
পাঠাব,1.8195,0.1307,1.0283
চৌত্রিশ,1.3802,0.1012,1.0282
পরলে,1.6128,0.1635,1.0282
বলোনি,1.6232,0.101,1.0281
নিরিবি,2.143,0.2061,1.0281
ফরাস,1.5315,0.1102,1.0281
তাকাচ্ছিল,1.5051,0.119,1.028
আপনারা,1.9243,0.1606,1.028
গলিটা,1.8388,0.1415,1.028
মাক,2.8876,0.2172,1.028
পাশ্চাত্য,1.8388,0.0621,1.028
চালাঘর,1.5441,0.1049,1.028
হাততা,2.143,0.2251,1.0279
প্রতিধ্বনিত,1.5051,0.1218,1.0279
পড়ছিল,2.3304,0.2213,1.0279
খপ্পরে,1.5315,0.1143,1.0278
শিরায়,1.8573,0.1477,1.0278
জ্যোৎস্নায়,1.7076,0.1042,1.0278
ডানদিক,1.4914,0.1041,1.0277
কালির,1.8573,0.1687,1.0276
ফলা,2.0792,0.1539,1.0276
ডোব,1.8692,0.1609,1.0275
তলায়,3.092,0.2069,1.0275
বেয়ারা,1.7482,0.1744,1.0275
কূলকিনা,1.4472,0.1159,1.0274
উথলে,1.6812,0.1617,1.0274
রসুন,1.301,0.1161,1.0274
ভালবাসে,2.5079,0.2096,1.0274
অবিশ্বাসী,1.4314,0.0688,1.0273
হন্যে,1.7853,0.1773,1.0273
খাওয়াদাওয়া,2.3483,0.2176,1.0273
ঝাঁঝালো,1.5051,0.1406,1.0272
হিংসে,1.9085,0.1644,1.0272
একপাশে,2.574,0.1467,1.0272
কাপ,2.7267,0.1977,1.0272
ডাব,1.7482,0.11,1.0272
যন্ত্রণা,2.6021,0.2009,1.0271
হামা,2.0,0.1239,1.0271
ভাষা,3.1995,0.1839,1.0271
বিস্তীর্ণ,1.9494,0.1408,1.027
দীর্ঘকায়,1.5798,0.1753,1.0269
সমুদ্র,2.938,0.2145,1.0269
ন্যাকামি,1.6021,0.1129,1.0269
কাঠ,2.9939,0.187,1.0269
বাঁচে,2.2014,0.2293,1.0269
জন্তুর,2.0,0.2089,1.0269
আঙ্গুল,2.1399,0.1734,1.0268
পিত,2.5172,0.1932,1.0268
উঠছিল,2.1239,0.2081,1.0268
ভ্রূক্ষেপ,1.6628,0.1236,1.0268
ঘুমোয়,1.8976,0.1916,1.0267
কুঁচ,2.6365,0.209,1.0267
পুঁথি,1.7993,0.1359,1.0267
শ্লেষ,1.6902,0.1281,1.0267
আতঙ্ক,2.2718,0.1896,1.0266
গা,3.1099,0.2394,1.0266
তলিয়ে,2.2878,0.2264,1.0265
ড্রয়িংরুম,1.4472,0.1097,1.0265
মৃদু,3.1348,0.2083,1.0264
অনুভূতি,2.4757,0.1395,1.0263
প্রাণহীন,1.7243,0.1608,1.0262
গহ্বরে,1.6021,0.1179,1.0262
কোথা,3.5643,0.2262,1.0262
পয়সায়,2.1732,0.1763,1.0262
খানিকক্ষণ,2.673,0.232,1.0262
চুরম,1.7076,0.1859,1.0261
চোয়াল,2.1106,0.155,1.0261
বাজবে,1.5315,0.1703,1.0261
সহানুভূতি,2.238,0.1483,1.0261
হাসছ,1.8325,0.1614,1.026
আছড়ে,2.2601,0.1994,1.026
হাঁফা,1.5682,0.1547,1.026
বাঁচাবে,1.301,0.066,1.026
আঁধ,2.1271,0.1601,1.026
নীচে,3.1735,0.1953,1.026
ঠাট্,2.6314,0.1877,1.0259
নীচু,2.2989,0.1768,1.0259
হতভাগা,2.1461,0.133,1.0259
দুহা,2.616,0.198,1.0259
বিবর্ণ,2.1818,0.1639,1.0258
শুনছিল,1.9956,0.1702,1.0258
এতদিনে,2.3324,0.1488,1.0258
ঠোঁটে,2.49,0.2046,1.0257
হাঁটুর,2.0969,0.144,1.0257
ঠেলা,2.0899,0.1979,1.0257
ফিটফাট,1.6721,0.167,1.0256
আনিয়ে,2.0969,0.1541,1.0256
পার্থিব,1.7243,0.0667,1.0256
জ্বলজ্বলে,1.7243,0.1307,1.0256
পাণ্ডুলিপি,1.8195,0.1524,1.0255
ঝুল,2.5065,0.1535,1.0255
পালিয়ে,2.935,0.2139,1.0255
হতাশভাবে,1.5563,0.1297,1.0255
মাখানো,1.8129,0.164,1.0255
খোসা,1.716,0.1216,1.0254
মেয়,3.0354,0.251,1.0254
বিয়েথা,1.415,0.0825,1.0254
এগোতে,1.3617,0.1147,1.0254
অসহিষ্ণু,1.8388,0.1317,1.0254
দেখিনি,2.8182,0.3328,1.0254
জানলায়,1.9138,0.1531,1.0254
নাম,3.988,0.269,1.0254
উত্তেজনায়,2.3139,0.1727,1.0253
আকাঙ্ক্ষা,1.9777,0.1044,1.0253
ছেলেমেয়ে,2.7993,0.249,1.0253
মাকড়স,1.716,0.1327,1.0252
খুপরি,1.4914,0.1215,1.0252
পাউডার,1.4472,0.1067,1.0252
ভাঙবে,1.8325,0.2038,1.0252
কাঁধে,2.7657,0.216,1.0251
দুঃখে,2.4362,0.2419,1.0251
কলেজের,2.4183,0.1905,1.025
থাবা,2.1847,0.1855,1.025
খুকি,1.7076,0.1647,1.025
কন্যা,2.6128,0.2319,1.025
ধপাস,1.7782,0.1437,1.0249
কেঁদ,1.6232,0.1521,1.0249
ঘটলে,1.8808,0.1551,1.0249
ঘটেনি,2.0864,0.193,1.0249
থ্রি,1.5911,0.1017,1.0249
ভি,2.0969,0.1121,1.0249
কৌটা,1.5441,0.1268,1.0248
চের,1.3802,0.0993,1.0246
অন্তর্নিহিত,1.6128,0.0746,1.0246
ফিরলে,1.8451,0.1426,1.0246
পরিজন,1.3979,0.0824,1.0246
বাংলা,2.9818,0.2233,1.0246
ছইয়,1.6335,0.1459,1.0245
দেখাব,1.9494,0.143,1.0245
জায়গাটায়,1.716,0.1229,1.0244
সাদামা,1.6335,0.1403,1.0244
ছড়িয়ে,3.0531,0.2072,1.0244
রেখা,2.6812,0.1914,1.0244
শাক,2.0253,0.1424,1.0244
গোছগাছ,1.5563,0.1293,1.0243
রেখেছিস,1.3979,0.0964,1.0243
ইয়ারে,1.5441,0.1681,1.0242
ম্যাট্রিক,1.9868,0.2095,1.024
অন্ধকারটা,1.4914,0.1205,1.024
চাড়,1.3979,0.1153,1.024
হাঁটলে,1.4624,0.1264,1.024
রঙে,1.8921,0.1476,1.024
পালে,1.6128,0.1485,1.0239
কাধ,1.4771,0.115,1.0238
ডানদি,1.7782,0.1261,1.0238
মমতায়,1.5051,0.1416,1.0238
কনুইয়,1.4314,0.121,1.0238
মার্জিত,1.6232,0.1227,1.0238
শোনেনি,2.0128,0.1861,1.0237
ফোঁটায়,1.6721,0.1261,1.0237
লাগলে,2.1673,0.2455,1.0236
কামড়ে,2.4314,0.2033,1.0235
ফিনকি,1.3222,0.1215,1.0235
মন্দির,2.6902,0.2825,1.0235
ডাঁ,1.5911,0.1216,1.0235
চুকচুক,1.301,0.1163,1.0234
লগি,1.5798,0.1558,1.0234
গুড়ো,1.415,0.1274,1.0234
লালবাজারে,1.5911,0.148,1.0233
গালাগাল,2.1931,0.2077,1.0233
ঘুরতে,1.3222,0.1029,1.0233
ঘুসি,1.301,0.1333,1.0232
ডাকাডাকি,2.0492,0.1899,1.0232
দশদিন,1.716,0.1224,1.0232
মার্বেল,1.6021,0.1016,1.0232
ঝালর,1.4624,0.0983,1.0231
কোকিল,1.7634,0.1878,1.0231
রুপো,1.5911,0.1113,1.0231
অগভীর,1.3424,0.1033,1.023
খাবা,3.0931,0.1814,1.023
খাওয়াদাওয়,2.0645,0.19,1.023
বাঁহাত,1.4624,0.1273,1.0229
মানানস,1.5051,0.1311,1.0229
কাপড়ে,2.0128,0.1045,1.0229
নেতিয়ে,1.6721,0.1471,1.0229
জান্তব,1.3802,0.1026,1.0229
বাঁশ,2.4942,0.1781,1.0229
তালু,1.7482,0.1438,1.0228
স্টেজের,1.6335,0.1035,1.0228
বাথরুমে,2.3324,0.2304,1.0228
ঝোলানো,2.1038,0.1413,1.0228
সুতোর,1.8195,0.1029,1.0227
লেন্সের,1.3802,0.1332,1.0227
চাওয়াচাওয়ি,1.7559,0.1495,1.0226
বেল,2.3032,0.2147,1.0225
অভিনন্দন,2.0086,0.1879,1.0224
চেয়ারটা,1.8751,0.1612,1.0224
চব্বিশ,2.1761,0.1952,1.0224
বসতি,1.9243,0.1549,1.0224
বাক্সে,1.8129,0.1188,1.0224
আড়াআড়ি,1.4914,0.0984,1.0224
ছাউনির,1.5315,0.1189,1.0223
পৌঁছে,1.5798,0.1198,1.0221
সস্তায়,1.5798,0.1545,1.0221
ফাইল,2.0492,0.1797,1.0221
আলুর,1.9685,0.1314,1.022
জন্তু,2.2405,0.2179,1.022
একটায়,1.6128,0.1157,1.022
নিস্ত,1.9823,0.1385,1.022
ওঠেনি,2.248,0.2473,1.0219
পোশা,1.9823,0.1858,1.0219
কোনওদিকে,1.5185,0.1084,1.0218
ফারসি,2.0969,0.1404,1.0217
বেঁচে,3.1065,0.2295,1.0217
পাবো,1.9912,0.1501,1.0217
কাঁপ,2.8062,0.1958,1.0216
ছাওয়া,1.716,0.1248,1.0216
ছেঁড়া,2.3598,0.1163,1.0216
আড্ডা,2.4942,0.247,1.0215
চিঠিপত্র,1.9243,0.197,1.0214
ফিরত,1.6812,0.1406,1.0214
ওসব,2.9533,0.2139,1.0214
থুথু,1.6021,0.1504,1.0214
পৌঁছল,2.1106,0.165,1.0213
যাও,3.2395,0.2825,1.0213
পাচ্ছিল,2.0864,0.1986,1.0213
দুধ,2.8248,0.1534,1.0212
উজ্জ্বল,2.8062,0.1857,1.0212
থুতু,1.9731,0.1848,1.0212
নামান্তর,1.6128,0.0545,1.0212
পুড়িয়ে,2.3075,0.2513,1.0212
গোড়ালির,1.3979,0.1133,1.0211
ধুলো,2.6243,0.2055,1.0211
নীরবতা,2.1106,0.1639,1.0211
স্নান,2.7882,0.2629,1.021
রাঁধ,1.8062,0.1576,1.021
অক্ষমতা,1.4624,0.0882,1.0209
ছিট,2.5843,0.1895,1.0209
মুশকিলে,1.7634,0.1679,1.0208
গুছিয়ে,2.3874,0.2438,1.0207
ছিঁড়,1.6128,0.1215,1.0207
মার্চ,2.0792,0.1428,1.0207
পাক্কা,1.6128,0.1743,1.0207
শাস্তি,2.534,0.1871,1.0206
ছুড়ে,2.2672,0.1993,1.0206
ঢোল,1.8808,0.19,1.0206
ছিড়ে,1.8513,0.1896,1.0206
টাকাটা,2.4249,0.2129,1.0206
টাকায়,2.3766,0.1719,1.0204
শালা,2.9965,0.2149,1.0204
ঝাঁক,2.0492,0.1843,1.0204
আকুল,2.179,0.2268,1.0204
চুঁইয়ে,1.3617,0.1201,1.0204
রোদের,2.0755,0.1318,1.0204
মেশানো,2.1931,0.2121,1.0203
চুরুট,2.017,0.1659,1.0203
ফুটপাথে,1.8633,0.1382,1.0203
চড়ু,1.5441,0.1607,1.0203
বলেননি,2.2227,0.1807,1.0202
তোদের,2.6243,0.1765,1.0202
স্ট্রিটে,1.7853,0.1385,1.0201
দুধে,1.5563,0.1117,1.0201
উর্দু,2.1673,0.1616,1.0201
পাড়ে,2.3404,0.1987,1.02
ঘ্রাণ,1.699,0.151,1.02
শেয়াল,2.4116,0.2384,1.02
ভয়ে,3.1477,0.2728,1.02
ফাটিয়ে,2.0864,0.2061,1.0199
পেনসিল,1.9294,0.1538,1.0198
জ্যান্ত,2.2648,0.2262,1.0197
গুনে,2.1239,0.1638,1.0195
মিথ্যুক,1.3617,0.0742,1.0195
বন্ধু,3.3668,0.2492,1.0195
ডোবা,1.9085,0.1512,1.0194
টিপটিপ,1.4624,0.1061,1.0193
হাঁফ,1.9494,0.1905,1.0192
শোনাব,1.4771,0.12,1.0192
ফুটফুটে,1.7853,0.2035,1.0192
অল্পবয়সী,1.5185,0.1462,1.0191
হাঁটতে,1.415,0.1118,1.0191
গেছেন,2.993,0.2362,1.019
দেখেছিস,2.0374,0.1487,1.019
খোলসা,1.6128,0.1156,1.019
গেটের,2.4487,0.1712,1.019
অন্ধকারে,3.2297,0.2144,1.0189
পাটি,2.0899,0.1649,1.0188
বুদ্ধিমতী,1.7634,0.1589,1.0188
মাঝখানে,3.039,0.1716,1.0188
চোখদুটো,1.6902,0.1446,1.0188
ওপার,1.9731,0.1443,1.0187
দি,2.4378,0.1205,1.0187
ডাকব,2.0607,0.1458,1.0187
তৃপ্তি,2.316,0.2013,1.0187
পৌঁছাল,1.4914,0.1212,1.0187
আঁশ,1.5441,0.1279,1.0186
জামায়,1.4771,0.086,1.0186
সশব্দে,2.0253,0.1528,1.0186
চৈত্র,2.0212,0.2396,1.0184
হতাশা,1.7924,0.1326,1.0183
বিচলিত,2.4624,0.1963,1.0183
অমাবস্যা,1.716,0.1557,1.0182
বাংলোয়,1.9912,0.1557,1.0182
ঘষে,2.2742,0.175,1.0182
বিকেলবেলা,1.9494,0.1666,1.0182
নোঙর,1.7559,0.1558,1.018
খুলনা,1.7853,0.1338,1.0179
তালাবন্ধ,1.6902,0.1319,1.0179
বাদামি,1.5051,0.1017,1.0179
রাগত,1.3802,0.1006,1.0178
দুচোখ,2.2856,0.191,1.0178
তোলা,2.525,0.2432,1.0177
পশ্চিমে,2.2601,0.1687,1.0177
নিরীহ,2.3522,0.2163,1.0177
এখানেওখানে,1.8195,0.1271,1.0176
দিইনি,2.0969,0.1975,1.0176
বেরো,2.2405,0.1919,1.0175
শিখিয়ে,2.0864,0.1655,1.0175
নিঃশ্বাস,2.4639,0.244,1.0175
থামে,2.1931,0.179,1.0175
ক্লান্ত,2.7267,0.2508,1.0174
মরিচ,1.3222,0.1065,1.0174
ভাঁড়,2.0253,0.124,1.0174
বিতৃষ্ণা,1.8573,0.1425,1.0173
ছোর,2.3263,0.2271,1.0173
ভোরবেলায়,1.6628,0.1638,1.0173
চিন্তিত,2.3444,0.2265,1.0173
উত্তাপ,1.9912,0.1449,1.0171
বাজায়,1.8325,0.2126,1.0171
পুবে,1.8388,0.157,1.0171
খুচরো,1.9395,0.1689,1.017
পাপড়ি,1.7076,0.137,1.017
বেস্ট,1.3617,0.0878,1.017
কপাল,2.9217,0.2492,1.0169
ভালোবাসে,2.3032,0.2096,1.0169
সঞ্চারিত,1.8921,0.1318,1.0168
হতাশায়,1.7404,0.1882,1.0167
কোমর,2.5587,0.179,1.0167
টিপে,2.9258,0.2617,1.0167
নাক,3.1673,0.2341,1.0166
ফিরছিল,1.7324,0.1217,1.0166
ঘোলাটে,1.9294,0.1501,1.0166
আরাম,2.6064,0.2524,1.0166
মাচা,1.6021,0.1162,1.0165
ছিপি,1.3222,0.1132,1.0164
বাঁধা,2.9542,0.202,1.0164
আসতাম,1.7924,0.1436,1.0163
দুমাস,2.0294,0.1755,1.0163
ধোঁয়ায়,1.8921,0.1393,1.0163
উৎকণ্ঠা,1.9031,0.1634,1.0162
মান,3.1024,0.2242,1.0162
ধারে,3.1021,0.1901,1.0162
সমস্বরে,1.9138,0.191,1.0161
জিরিয়ে,1.6435,0.1529,1.0161
ডাকল,2.6785,0.2375,1.016
চূড়া,1.6902,0.1144,1.016
রেখেছি,2.6201,0.2419,1.016
হুড়োহুড়ি,1.5441,0.1283,1.016
অবিবাহিত,1.7404,0.1323,1.0158
মুষড়ে,1.8325,0.1878,1.0158
ঘের,2.2625,0.1372,1.0157
ছুট,2.8573,0.2327,1.0157
খোঁচা,2.5729,0.1875,1.0157
জ্বাল,1.9294,0.2067,1.0155
সংস্কৃতির,2.3304,0.0858,1.0154
তেষ্,1.6335,0.2013,1.0154
বটগাছ,1.7634,0.1123,1.0154
সারাটা,2.3997,0.2323,1.0154
ক্রুর,1.5563,0.1176,1.0153
দ্বীপ,2.3766,0.1783,1.0153
পৌঁছো,1.8451,0.1782,1.0153
পালিয়,2.2504,0.2041,1.0152
ছলাৎ,1.5315,0.1344,1.0152
চেতনায়,1.8325,0.0675,1.0152
টিল,1.6628,0.1291,1.0152
হারামজাদা,2.0719,0.167,1.0151
ফিত,1.8751,0.1116,1.0151
ঢিবি,1.7482,0.133,1.015
বাড়িতে,2.6191,0.2244,1.015
কিলবিল,1.6232,0.1461,1.015
খোল,2.5821,0.194,1.015
পকেটের,1.7482,0.1346,1.015
ধারণা,3.0737,0.2171,1.0149
সন্ধেবেলায়,1.6812,0.1625,1.0149
বিনয়ী,1.5563,0.1326,1.0148
পর্দা,2.4914,0.1674,1.0148
ডগা,2.0453,0.1564,1.0148
মেরেছিল,1.699,0.1712,1.0146
গেট,2.5302,0.2086,1.0145
বুকপকেট,1.5315,0.1346,1.0145
শোনাবে,1.5911,0.1312,1.0145
শিখলে,1.7324,0.1636,1.0144
তাচ্ছিল্য,2.0719,0.1573,1.0144
ধোঁয়া,2.5877,0.2306,1.0144
চাহনি,2.017,0.1685,1.0143
অক্ষর,2.179,0.1966,1.0143
বর্ষা,2.0043,0.2006,1.0143
গুঁড়ো,2.0212,0.1574,1.0142
সকালবেল,1.5798,0.1094,1.0142
পাঠিয়েছি,2.0128,0.159,1.0142
ক্ষুর,1.7853,0.1513,1.0141
বীভৎস,2.2625,0.2027,1.0141
লাগেনি,2.1399,0.238,1.0141
রিভলবারটা,1.5798,0.136,1.0141
উঁচুনিচু,1.3617,0.0984,1.014
নাস্তা,1.4314,0.1259,1.014
তিনচ,2.1703,0.172,1.0139
খাতায়,2.316,0.224,1.0139
পাওনা,2.143,0.1718,1.0139
রেহা,2.2455,0.2061,1.0139
হিজিবিজি,1.3802,0.1341,1.0138
পারবো,2.3483,0.2073,1.0138
কুঁকড়ে,2.0253,0.1603,1.0138
গোলাপী,1.699,0.1302,1.0137
থালায়,1.8513,0.1239,1.0137
অমাবস্য,1.7404,0.1807,1.0136
ঢোঁক,1.5315,0.1388,1.0136
পুরু,2.2648,0.1432,1.0136
পাবা,2.683,0.242,1.0136
মালপত্র,2.2122,0.1501,1.0136
বিস্ময়,2.8261,0.2203,1.0136
রাত্তির,2.1703,0.2046,1.0135
সাংকেতিক,1.4472,0.0997,1.0135
হ্যাঁচকা,1.7853,0.153,1.0135
করিসনি,1.9956,0.1545,1.0135
বেঞ্চির,1.8751,0.1293,1.0134
থাকো,2.48,0.2023,1.0133
ফুলদানি,1.6335,0.1301,1.0133
বুঝিয়ে,2.7259,0.1814,1.0133
কিনেছিল,1.5911,0.1454,1.0132
স্নিগ্ধ,2.3483,0.1661,1.0132
জুন,2.1038,0.1548,1.0131
ডিম,2.721,0.1471,1.013
পাঠিয়,2.0253,0.1548,1.013
চাপা,3.2111,0.1972,1.0129
হেডলাইট,1.4624,0.146,1.0128
কিছুদূর,2.143,0.1644,1.0128
নিস্তব্ধতা,1.9956,0.1632,1.0128
বেঁকিয়ে,2.0253,0.1554,1.0127
শিষ,1.4314,0.111,1.0126
হাসলে,1.9345,0.1776,1.0126
কুয়াশায়,1.6232,0.1173,1.0125
ঘনিয়ে,2.2833,0.1941,1.0124
অর,1.6812,0.0854,1.0124
বিকেলের,2.3444,0.2206,1.0124
পথটুকু,1.4624,0.1255,1.0124
অসহ্য,2.7093,0.2143,1.0124
উপসাগর,1.301,0.115,1.0123
বিস্মিত,2.8312,0.2369,1.0123
চৌকির,1.8865,0.1295,1.0123
রবিবার,1.4771,0.1248,1.0122
সীটে,1.3617,0.1218,1.0122
